experiment,run_id,task_id,seed,rtk_on,factor_key,factor_b_on,factor_b_value,compaction_trigger,pt,gt,success,turns,n_tool_calls,ran_tests,compaction_activated,total_compaction_gt,rtk_supported_calls,rtk_fallback_calls,rtk_fidelity,total_tool_output_tokens,traj_signature,deg_zero_tools,deg_turn1,deg_no_tests,deg_dup_in_cell,degenerate
e1_sensitivity,e1_sensitivity-repo_task_004-seed17-rtk1-tau_alt-standard,repo_task_004,17,1,compaction,1,tau_alt,6144,46745.0,2433.0,False,30,30,False,False,0,0,30,-1.0,252,2b7fe81f8369de8e,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_004-seed42-rtk0-tau_alt-standard,repo_task_004,42,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed42-rtk1-tau_alt-standard,repo_task_004,42,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed52-rtk0-tau_alt-standard,repo_task_004,52,0,compaction,1,tau_alt,6144,52727.0,1798.0,False,30,30,False,False,0,0,0,0.0,1344,79d0ddb65b444370,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_004-seed52-rtk1-tau_alt-standard,repo_task_004,52,1,compaction,1,tau_alt,6144,90411.0,4137.0,False,30,30,True,False,0,0,30,-1.0,1500,49f23a03ca364dea,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_004-seed99-rtk0-tau_alt-standard,repo_task_004,99,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed99-rtk1-tau_alt-standard,repo_task_004,99,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed07-rtk0-tau_alt-standard,repo_task_005,7,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed07-rtk1-tau_alt-standard,repo_task_005,7,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed13-rtk0-tau_alt-standard,repo_task_005,13,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed13-rtk1-tau_alt-standard,repo_task_005,13,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed17-rtk0-tau_alt-standard,repo_task_005,17,0,compaction,1,tau_alt,6144,77682.0,3115.0,False,30,30,True,False,0,0,0,0.0,2181,49d36a1225c0fe7e,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_005-seed17-rtk1-tau_alt-standard,repo_task_005,17,1,compaction,1,tau_alt,6144,6810.0,774.0,True,10,9,True,False,0,4,5,-0.1111,210,f9535f8c71f289aa,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_005-seed42-rtk0-tau_alt-standard,repo_task_005,42,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed42-rtk1-tau_alt-standard,repo_task_005,42,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed52-rtk0-tau_alt-standard,repo_task_005,52,0,compaction,1,tau_alt,6144,83578.0,4020.0,True,30,30,True,True,2,0,0,0.0,3285,70c7ff54896d741e,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_005-seed52-rtk1-tau_alt-standard,repo_task_005,52,1,compaction,1,tau_alt,6144,103582.0,4478.0,True,30,30,False,False,0,0,30,-1.0,60,a452bd20ef4a159d,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_005-seed99-rtk0-tau_alt-standard,repo_task_005,99,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_005-seed99-rtk1-tau_alt-standard,repo_task_005,99,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed07-rtk0-tau_alt-standard,repo_task_006,7,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed07-rtk1-tau_alt-standard,repo_task_006,7,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed13-rtk0-tau_alt-standard,repo_task_006,13,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed13-rtk1-tau_alt-standard,repo_task_006,13,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed17-rtk0-tau_alt-standard,repo_task_006,17,0,compaction,1,tau_alt,6144,89457.0,5653.0,False,30,30,True,True,1,0,0,0.0,2028,5972c515722dd0cd,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_006-seed17-rtk1-tau_alt-standard,repo_task_006,17,1,compaction,1,tau_alt,6144,94254.0,2612.0,True,30,30,True,False,0,8,22,-0.4667,2952,9db3487aaeb06c06,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_006-seed42-rtk0-tau_alt-standard,repo_task_006,42,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed42-rtk1-tau_alt-standard,repo_task_006,42,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed52-rtk0-tau_alt-standard,repo_task_006,52,0,compaction,1,tau_alt,6144,57727.0,1853.0,False,30,30,True,False,0,0,0,0.0,1424,41956641092cdb70,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_006-seed52-rtk1-tau_alt-standard,repo_task_006,52,1,compaction,1,tau_alt,6144,82494.0,4515.0,False,30,30,True,True,2,4,26,-0.7333,1908,54e72ca29a9a8c67,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_006-seed99-rtk0-tau_alt-standard,repo_task_006,99,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_006-seed99-rtk1-tau_alt-standard,repo_task_006,99,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
